id	filename	md5	size	state
17a2c10a-2af3-4157-bb33-293e71882fbc	17a2c10a-2af3-4157-bb33-293e71882fbc/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E08_1361700.nocnv_grch38.seg.v2.txt	daef92f25b27afb9079bddf165831597	51724	validated
1874b342-e343-44f7-bac7-6ca9b2373352	1874b342-e343-44f7-bac7-6ca9b2373352/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F01_1348254.nocnv_grch38.seg.v2.txt	52669119da0aad6b3c89624d71a274cf	24621	validated
18dfc13e-07da-4205-b283-b73d84cf5845	18dfc13e-07da-4205-b283-b73d84cf5845/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G08_1348236.nocnv_grch38.seg.v2.txt	838db737fac79ab10d57850ee6685c17	10860	validated
1c0676b0-2105-46fe-b3bc-e42e6ca4e50e	1c0676b0-2105-46fe-b3bc-e42e6ca4e50e/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F12_1348476.nocnv_grch38.seg.v2.txt	4ca049bde65f40a58a6fdc64edb06fc5	10500	validated
23efee51-7e1d-440d-9f3d-fae7f22c88e0	23efee51-7e1d-440d-9f3d-fae7f22c88e0/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D10_1348300.nocnv_grch38.seg.v2.txt	d4171e7005589221afe653167105072b	5314	validated
2df99a95-8899-4e0e-bb65-3f8c59850400	2df99a95-8899-4e0e-bb65-3f8c59850400/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G03_1348496.nocnv_grch38.seg.v2.txt	f1919e84a52043245f35045c8240284e	22211	validated
2e839865-a79e-463a-b954-ec02b78d5f7d	2e839865-a79e-463a-b954-ec02b78d5f7d/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D06_1348572.nocnv_grch38.seg.v2.txt	28890b1dd10093363eec45328b5c288d	36333	validated
3a075048-d6e0-451d-9b30-7a2612eeab77	3a075048-d6e0-451d-9b30-7a2612eeab77/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E01_1361632.nocnv_grch38.seg.v2.txt	9caa77966a2b3f893e4b6b4357c99521	17981	validated
3abfd202-096d-4c28-9593-b25c524dfec2	3abfd202-096d-4c28-9593-b25c524dfec2/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E06_1348372.nocnv_grch38.seg.v2.txt	4eb03a9716eff852691d11ac6aa6cccf	12027	validated
3dd03ecd-2ff6-4cb5-8bc4-59013ef14b41	3dd03ecd-2ff6-4cb5-8bc4-59013ef14b41/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F03_1348412.nocnv_grch38.seg.v2.txt	75865df51f1bd4ae5fc73a4b14a9eeed	9978	validated
3e6eec1c-a4ce-43fa-b018-239b308f0b29	3e6eec1c-a4ce-43fa-b018-239b308f0b29/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_F04_1361670.nocnv_grch38.seg.v2.txt	3e325d9f6faa53094fa19e879c678cfe	35046	validated
42d34e50-c8fa-4ac6-9754-94bf1113b357	42d34e50-c8fa-4ac6-9754-94bf1113b357/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_D06_1361710.nocnv_grch38.seg.v2.txt	631749680c7d5e0406f662f45a3480a1	6143	validated
42ed5795-68ff-4bab-ad83-ea35c04eb244	42ed5795-68ff-4bab-ad83-ea35c04eb244/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F03_1348580.nocnv_grch38.seg.v2.txt	f8aed667f6699e6faab74ff5d7225c47	12565	validated
433e930d-9796-4000-822a-e7134a80dfb2	433e930d-9796-4000-822a-e7134a80dfb2/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G01_1348408.nocnv_grch38.seg.v2.txt	5e4a7d57fb3d3289c025342e9a0e5ac7	9896	validated
49464619-8306-4ff9-af03-2344ab8d0cdc	49464619-8306-4ff9-af03-2344ab8d0cdc/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F11_1348558.nocnv_grch38.seg.v2.txt	24f582d3eeabadfbee3c106488bef72e	17284	validated
4e648fd9-d605-413a-b1b0-53e5d5b45066	4e648fd9-d605-413a-b1b0-53e5d5b45066/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F06_1348360.nocnv_grch38.seg.v2.txt	dc41a5e96b3086c3094ac63fe1d079fe	14330	validated
55632bb8-44ca-433d-8957-e56976c8f54c	55632bb8-44ca-433d-8957-e56976c8f54c/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F05_1348542.nocnv_grch38.seg.v2.txt	f419708809fb0be0b1bed8eefa2e6969	54884	validated
558115b3-48e5-4bc8-bb68-4207298648a8	558115b3-48e5-4bc8-bb68-4207298648a8/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F10_1348394.nocnv_grch38.seg.v2.txt	ce32c707c60fcda4349630561c8ba8a6	15939	validated
57094fff-9a20-4972-874c-0b3f1e132570	57094fff-9a20-4972-874c-0b3f1e132570/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D10_1348550.nocnv_grch38.seg.v2.txt	0a199922115cf54a88919df3ce42455a	17271	validated
57f3f02a-54f6-4abe-8fe4-e005356ad1fb	57f3f02a-54f6-4abe-8fe4-e005356ad1fb/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F05_1348420.nocnv_grch38.seg.v2.txt	969e315bbbfcae8d1a67fd10635cb3f9	5154	validated
5b4e46ec-0678-4ed4-8eb7-7506a7cb0178	5b4e46ec-0678-4ed4-8eb7-7506a7cb0178/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E01_1348560.nocnv_grch38.seg.v2.txt	97656bfc3997a194de44bc8e255d26ba	71168	validated
5c98cfc0-7cd0-4c0b-9fca-9aeb60bb57c4	5c98cfc0-7cd0-4c0b-9fca-9aeb60bb57c4/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E06_1361784.nocnv_grch38.seg.v2.txt	e5847b2e3a478536225f8c92552cf2b2	9679	validated
5cbf99a7-a478-4948-8659-08a6326ef42d	5cbf99a7-a478-4948-8659-08a6326ef42d/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G05_1348238.nocnv_grch38.seg.v2.txt	f7f237edd5c9a6df61eb1df0f770cc58	3972	validated
65bbb18b-54e6-475d-b6a3-f0c61a755b10	65bbb18b-54e6-475d-b6a3-f0c61a755b10/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F08_1348520.nocnv_grch38.seg.v2.txt	20e3fdaaf0a8820430db203c4ec66561	16381	validated
66a19d12-4fd8-43d0-abaa-393943e584a6	66a19d12-4fd8-43d0-abaa-393943e584a6/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E05_1348574.nocnv_grch38.seg.v2.txt	069c80b466a89389648afd5b04b0c722	10113	validated
6b090048-694f-4403-a7ad-56e530656d2e	6b090048-694f-4403-a7ad-56e530656d2e/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E05_1348374.nocnv_grch38.seg.v2.txt	4442230a06825479e99af944fadb45ef	5310	validated
6fa79ae1-2a4b-4eb9-8522-7125eebaf7b3	6fa79ae1-2a4b-4eb9-8522-7125eebaf7b3/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F08_1348244.nocnv_grch38.seg.v2.txt	391fe503aae734db689bad4f6bb05794	14987	validated
6fcc0e32-1414-4b57-b650-02ec9564513b	6fcc0e32-1414-4b57-b650-02ec9564513b/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E04_1348252.nocnv_grch38.seg.v2.txt	2ae3ba3c8832aa117d7f46516ef06c61	17584	validated
760fb390-df62-4ac3-a7f5-dba8a842934a	760fb390-df62-4ac3-a7f5-dba8a842934a/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F10_1348518.nocnv_grch38.seg.v2.txt	585cb8b4adff572c107d269f34929de1	17717	validated
78b4a62b-70ca-44ce-9e81-44a19c5cef52	78b4a62b-70ca-44ce-9e81-44a19c5cef52/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G07_1348342.nocnv_grch38.seg.v2.txt	f8500c04a12fa4e9d02edaf8e2c400cc	20962	validated
78da71ef-5110-41a1-a763-8a39caf7518c	78da71ef-5110-41a1-a763-8a39caf7518c/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G01_1348538.nocnv_grch38.seg.v2.txt	d4a9f16078642308e77b7bea1bee3ab1	22854	validated
7df2cea3-73d5-4375-8554-cc4c6a6b03a3	7df2cea3-73d5-4375-8554-cc4c6a6b03a3/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G04_1348440.nocnv_grch38.seg.v2.txt	78839304031f52fd34f0c4a3fc373e7c	22129	validated
7e8c9de8-6148-4d78-bc1e-ac8356f56daf	7e8c9de8-6148-4d78-bc1e-ac8356f56daf/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F04_1348490.nocnv_grch38.seg.v2.txt	82397d39f784171c9d7c928d5e998bd9	69003	validated
7ebb1429-0f57-465d-ab98-79ab5d1304c7	7ebb1429-0f57-465d-ab98-79ab5d1304c7/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E10_1361620.nocnv_grch38.seg.v2.txt	d1b5a21d82a95fa910c49fa42b476593	26930	validated
81193f64-10f1-4b73-8d9e-ccce7edb4ff2	81193f64-10f1-4b73-8d9e-ccce7edb4ff2/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G08_1348614.nocnv_grch38.seg.v2.txt	7917191bb57fc55378b90e628b38a969	23855	validated
82870966-a7b6-4acb-8748-059b5618fdd3	82870966-a7b6-4acb-8748-059b5618fdd3/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E03_1348316.nocnv_grch38.seg.v2.txt	de2f906586933aaa316fbc978ac3db35	18121	validated
838da070-54c1-4a3b-b815-a4f2992d10eb	838da070-54c1-4a3b-b815-a4f2992d10eb/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E07_1348450.nocnv_grch38.seg.v2.txt	b8b5f34ab5ac35799ad8112cd5c4e061	19373	validated
8715485e-490b-40fc-9fef-1d27d5b169b1	8715485e-490b-40fc-9fef-1d27d5b169b1/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G06_1348526.nocnv_grch38.seg.v2.txt	87a5d442a17079d72ff28737f6e73d02	6753	validated
8cb3e5cb-22b2-4c57-9d2c-8e2c557b0c3c	8cb3e5cb-22b2-4c57-9d2c-8e2c557b0c3c/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F07_1348352.nocnv_grch38.seg.v2.txt	be463f1fe672301d382ee8b2b2e81ad2	21964	validated
8dc844a9-ea0c-43ef-a336-8f398f41720e	8dc844a9-ea0c-43ef-a336-8f398f41720e/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F09_1348456.nocnv_grch38.seg.v2.txt	d98dd57600011cd11ef1556888978a9f	20004	validated
90f327e8-daa8-4326-941f-620d2d5c5d69	90f327e8-daa8-4326-941f-620d2d5c5d69/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D12_1348344.nocnv_grch38.seg.v2.txt	482e78852a69c15787de470031169af3	21789	validated
948d0720-a38e-4066-890d-ee46826065a5	948d0720-a38e-4066-890d-ee46826065a5/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D09_1348392.nocnv_grch38.seg.v2.txt	c6daaaa9540d788ab36f83b7569addc6	7556	validated
9f98ef3f-7cab-44cc-b1b1-182b407b5396	9f98ef3f-7cab-44cc-b1b1-182b407b5396/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_F03_1361794.nocnv_grch38.seg.v2.txt	44edb1ea1e59ac540824b7f564f58d60	28556	validated
a172ad34-b4b3-4c31-bc67-ff92ebd4e338	a172ad34-b4b3-4c31-bc67-ff92ebd4e338/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_D08_1361766.nocnv_grch38.seg.v2.txt	0c840667bcedec0886f346f162b8d16b	6496	validated
a4607633-466b-440b-9c69-1d73431a728e	a4607633-466b-440b-9c69-1d73431a728e/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G09_1348510.nocnv_grch38.seg.v2.txt	43ba0ff0468dc7e48974e7032ef4c25d	20642	validated
acf172a8-ba89-4eb2-bb7f-657e06ae99a3	acf172a8-ba89-4eb2-bb7f-657e06ae99a3/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E10_1348338.nocnv_grch38.seg.v2.txt	f22ad6881ed74f6c48560e17d794865b	8662	validated
ad14beb5-a34f-414b-8ee9-748f636d5260	ad14beb5-a34f-414b-8ee9-748f636d5260/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D07_1348282.nocnv_grch38.seg.v2.txt	e2218283b31f5633c8b7b9181d7152ae	32075	validated
ad4633c0-f146-48f4-b488-672ee75a9ee3	ad4633c0-f146-48f4-b488-672ee75a9ee3/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D11_1348426.nocnv_grch38.seg.v2.txt	95b43ddb0ac606fe241315d263025fc5	5083	validated
ad4dbea9-966f-4abf-91b2-653cdded1ade	ad4dbea9-966f-4abf-91b2-653cdded1ade/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D08_1348486.nocnv_grch38.seg.v2.txt	9ec0200e63f4b86f89eb2a85847a3376	18804	validated
b1ec5e8e-136b-43cb-9b8b-5d3b5b47a0e7	b1ec5e8e-136b-43cb-9b8b-5d3b5b47a0e7/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G02_1348606.nocnv_grch38.seg.v2.txt	4d8905b894a763badf6d5ab1b0efcabf	13390	validated
b8e69f98-cb9c-4308-ae64-79f5b7a4fa40	b8e69f98-cb9c-4308-ae64-79f5b7a4fa40/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F02_1348534.nocnv_grch38.seg.v2.txt	de30db7f61f44e04fd8d1f331be879eb	5742	validated
bafa0265-0373-4ec5-9a95-f01ccfcaa843	bafa0265-0373-4ec5-9a95-f01ccfcaa843/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G06_1348262.nocnv_grch38.seg.v2.txt	87ca5dc38391c6497021c2a9be973b2f	11152	validated
bbdc33f3-885d-4df2-89ed-4ff92602ad77	bbdc33f3-885d-4df2-89ed-4ff92602ad77/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E01_1348422.nocnv_grch38.seg.v2.txt	87ac3b78b531f91370480eff1df2af43	6915	validated
bde9fbe5-c25f-4356-a165-f31d8c272580	bde9fbe5-c25f-4356-a165-f31d8c272580/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F01_1348434.nocnv_grch38.seg.v2.txt	56a785eb06f8015f29bfcd64af37507e	39099	validated
c193dace-a619-4ab0-b319-286e2ae3110e	c193dace-a619-4ab0-b319-286e2ae3110e/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F07_1348536.nocnv_grch38.seg.v2.txt	3181eaed8b76b1b90651b17678fc4ddf	25283	validated
c46bb153-9cbf-4afe-b793-3e0cc3c91aad	c46bb153-9cbf-4afe-b793-3e0cc3c91aad/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D12_1348604.nocnv_grch38.seg.v2.txt	4fa16ac0c1b33c89bcb54ced6c590df0	50445	validated
c5bd0514-8b94-4543-a8e0-31728dae9cbc	c5bd0514-8b94-4543-a8e0-31728dae9cbc/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E09_1348548.nocnv_grch38.seg.v2.txt	9ed5814145214549b67f2be7d6228427	18093	validated
c7226697-7c48-4234-9a54-81ddf3342a8d	c7226697-7c48-4234-9a54-81ddf3342a8d/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E10_1348504.nocnv_grch38.seg.v2.txt	b10ec061c282e202a9fafa8ee0ba5d50	21585	validated
c783d947-4acb-4ad0-89c4-e0823b252a4a	c783d947-4acb-4ad0-89c4-e0823b252a4a/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E09_1348242.nocnv_grch38.seg.v2.txt	c5a5bae8ed71239d2203ce141610d41c	5745	validated
c7d7a3d8-b5c8-4275-a94e-285fbf6fdaf5	c7d7a3d8-b5c8-4275-a94e-285fbf6fdaf5/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F02_1348234.nocnv_grch38.seg.v2.txt	9271c7d52fad099a6a98a7319e2eb383	17372	validated
c871f687-d172-47f9-a3ec-00ec4e4229d2	c871f687-d172-47f9-a3ec-00ec4e4229d2/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_D11_1361642.nocnv_grch38.seg.v2.txt	924ddb1f7db9491a10f7ae076b347585	28764	validated
d2e78bda-c069-4d11-8e73-8b646f8272cb	d2e78bda-c069-4d11-8e73-8b646f8272cb/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G07_1348514.nocnv_grch38.seg.v2.txt	c1f4c99b6f4dcc2a8bad677ade945c8d	12277	validated
d6fec111-5a72-46fe-abcd-4a906d684826	d6fec111-5a72-46fe-abcd-4a906d684826/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E02_1348414.nocnv_grch38.seg.v2.txt	682ae68cf7f27a1bf0d44bd587c2034f	22515	validated
d7bec778-f999-4b95-bcb9-ce0d3cddbada	d7bec778-f999-4b95-bcb9-ce0d3cddbada/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E02_1348470.nocnv_grch38.seg.v2.txt	77e84b809ce3771bc4d55c47cdfe6818	12407	validated
d8de8be5-da56-46af-85bb-b82b46b09aeb	d8de8be5-da56-46af-85bb-b82b46b09aeb/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D08_1348404.nocnv_grch38.seg.v2.txt	ba5f3af8c09d1076234e4407575e6588	8753	validated
d8fdf19d-6e49-45ee-bb74-ca6b6945044e	d8fdf19d-6e49-45ee-bb74-ca6b6945044e/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G04_1348276.nocnv_grch38.seg.v2.txt	bdec47c65e037d441cb28af8ca68d734	38208	validated
d9cf2a3f-c96c-4a91-9f8d-52b31056d92a	d9cf2a3f-c96c-4a91-9f8d-52b31056d92a/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E12_1348354.nocnv_grch38.seg.v2.txt	00aa8161d573676f2d16bba6db3c0268	11835	validated
df9689f3-64cc-4b32-a4fe-7b31b70d8699	df9689f3-64cc-4b32-a4fe-7b31b70d8699/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E12_1348454.nocnv_grch38.seg.v2.txt	68ba84d12bc6b340f886eb2c486124c2	14411	validated
e484f679-b538-4a5f-8ebf-51bd6d8f680c	e484f679-b538-4a5f-8ebf-51bd6d8f680c/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D07_1348598.nocnv_grch38.seg.v2.txt	4eb7d8d9d15c0b627826c69cba2dc9c4	46358	validated
e7855eda-f13b-4fe1-b869-0d7acc91f097	e7855eda-f13b-4fe1-b869-0d7acc91f097/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F12_1348250.nocnv_grch38.seg.v2.txt	d528f79c3dfc59e9e1c55d94a830d54e	15260	validated
ee09d876-36b6-4d45-a9f7-53604924b09a	ee09d876-36b6-4d45-a9f7-53604924b09a/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F06_1348594.nocnv_grch38.seg.v2.txt	d7c1ad74def3fa91d3cf05c9bb355ac9	56325	validated
ef189df5-4d9f-4230-a8cf-99270ce3dc1a	ef189df5-4d9f-4230-a8cf-99270ce3dc1a/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G09_1348350.nocnv_grch38.seg.v2.txt	9097b476061d7b49c42e02282cf40230	5724	validated
ef59e51b-5991-4546-b07a-8aa1f0052a62	ef59e51b-5991-4546-b07a-8aa1f0052a62/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E04_1348480.nocnv_grch38.seg.v2.txt	0b9a44240a5f6cc996b2aec620584e16	8785	validated
f463f7c3-79db-4d61-8155-d5eb2e5c3b68	f463f7c3-79db-4d61-8155-d5eb2e5c3b68/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E03_1348586.nocnv_grch38.seg.v2.txt	0a7386dcd421a07b471fe8ac082ca757	4419	validated
f4b6d884-90dd-4d29-9d05-317a06e4aa7f	f4b6d884-90dd-4d29-9d05-317a06e4aa7f/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F09_1348288.nocnv_grch38.seg.v2.txt	859c08f206e731efd4cc867e7ec47c70	20818	validated
f6934982-a30f-4cc0-a90e-a4d6d304751f	f6934982-a30f-4cc0-a90e-a4d6d304751f/BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E11_1348556.nocnv_grch38.seg.v2.txt	19f25988df2fe65f999d0c90a50ad695	19523	validated
f746b607-3cb7-4957-80f9-653d916e1962	f746b607-3cb7-4957-80f9-653d916e1962/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E07_1348348.nocnv_grch38.seg.v2.txt	cd3e684ab6067fe0fceed41e42da0e62	10255	validated
fae3465d-8165-4565-a9e3-7eaee4e5c986	fae3465d-8165-4565-a9e3-7eaee4e5c986/DLP_REDO_FROM_AQUAE_E08.nocnv_grch38.seg.v2.txt	8c04c4ab1aea754ac34d98bf736194d2	10108	validated
fb70cf8c-5b0c-4ea6-b589-f5b1199d5d57	fb70cf8c-5b0c-4ea6-b589-f5b1199d5d57/AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D06_1348308.nocnv_grch38.seg.v2.txt	89020de4cad3aaa590bf677c65a533c4	42710	validated
feea9a3b-d093-47fb-b0f3-247fdf473c0f	feea9a3b-d093-47fb-b0f3-247fdf473c0f/GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E04_1361650.nocnv_grch38.seg.v2.txt	1f18b9ecce32c1105c7bd73a800a4a2d	28211	validated
